<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.03	05:45:00	21233.00	21239.65	21222.78	21224.00	1944	0	95
2025.01.03	06:00:00	21224.15	21226.78	21211.90	21220.53	3858	0	95
2025.01.03	06:15:00	21220.65	21224.53	21206.90	21222.65	3191	0	95
2025.01.03	06:30:00	21222.78	21229.53	21217.65	21226.65	2897	0	95
2025.01.03	06:45:00	21226.53	21231.40	21216.90	21225.65	3290	0	95
2025.01.03	07:00:00	21225.53	21231.40	21218.40	21230.15	3121	0	95
2025.01.03	07:15:00	21230.25	21243.00	21227.15	21239.90	3343	0	95
2025.01.03	07:30:00	21240.03	21256.28	21239.75	21245.65	3487	0	95
2025.01.03	07:45:00	21245.50	21248.90	21235.78	21237.15	3125	0	95
2025.01.03	08:00:00	21237.00	21245.15	21210.25	21220.50	6877	0	95
2025.01.03	08:15:00	21220.65	21243.50	21220.50	21233.65	7604	0	95
2025.01.03	08:30:00	21233.50	21244.40	21229.15	21241.40	4131	0	95
2025.01.03	08:45:00	21241.15	21253.28	21237.90	21244.90	4352	0	95
2025.01.03	09:00:00	21245.03	21275.28	21243.40	21270.15	17662	0	95
2025.01.03	09:15:00	21270.03	21273.75	21226.00	21227.50	13638	0	95
2025.01.03	09:30:00	21227.25	21232.65	21212.53	21222.50	13455	0	95
2025.01.03	09:45:00	21222.40	21238.75	21217.25	21236.40	11324	0	95
2025.01.03	10:00:00	21236.53	21270.78	21228.00	21269.15	11067	0	95
2025.01.03	10:15:00	21269.00	21287.28	21261.75	21274.40	8803	0	95
2025.01.03	10:30:00	21274.25	21282.28	21261.15	21278.15	6849	0	95
2025.01.03	10:45:00	21278.03	21279.15	21267.15	21270.90	5966	0	95
2025.01.03	11:00:00	21271.00	21272.03	21252.40	21263.15	6675	0	95
2025.01.03	11:15:00	21263.03	21264.65	21240.78	21253.15	5756	0	95
2025.01.03	11:30:00	21253.28	21256.25	21244.28	21254.40	5195	0	95
2025.01.03	11:45:00	21254.53	21255.65	21226.90	21237.75	5978	0	95
2025.01.03	12:00:00	21237.75	21242.00	21218.65	21227.90	5996	0	95
2025.01.03	12:15:00	21228.00	21252.03	21226.50	21245.90	5091	0	95
2025.01.03	12:30:00	21245.75	21250.75	21237.65	21244.25	4336	0	95
2025.01.03	12:45:00	21244.25	21250.15	21233.90	21246.50	3332	0	95
2025.01.03	13:00:00	21246.25	21246.25	21220.65	21232.25	7222	0	95
2025.01.03	13:15:00	21232.15	21235.65	21208.25	21234.50	5486	0	95
2025.01.03	13:30:00	21234.40	21238.25	21220.28	21223.65	5329	0	95
2025.01.03	13:45:00	21223.78	21244.15	21222.65	21241.65	4962	0	95
2025.01.03	14:00:00	21241.78	21267.40	21237.65	21252.90	9223	0	95
2025.01.03	14:15:00	21253.03	21260.40	21244.28	21258.15	7690	0	95
2025.01.03	14:30:00	21258.28	21272.90	21256.40	21257.40	7138	0	95
2025.01.03	14:45:00	21257.53	21259.40	21226.53	21227.15	10870	0	95
2025.01.03	15:00:00	21227.28	21263.65	21227.28	21257.65	11542	0	95
2025.01.03	15:15:00	21257.90	21302.15	21255.15	21293.40	16311	0	95
2025.01.03	15:30:00	21293.25	21431.03	21277.28	21424.15	118191	0	95
2025.01.03	15:45:00	21424.03	21433.78	21308.00	21382.25	118823	0	95
2025.01.03	16:00:00	21382.03	21439.75	21337.25	21348.25	60725	0	95
2025.01.03	16:15:00	21348.50	21367.25	21260.90	21333.40	86768	0	95
2025.01.03	16:30:00	21333.25	21398.28	21297.53	21375.15	96665	0	95
2025.01.03	16:45:00	21375.03	21392.28	21342.78	21376.00	72651	0	95
2025.01.03	17:00:00	21376.15	21412.78	21336.78	21363.50	68779	0	95
2025.01.03	17:15:00	21363.40	21426.65	21352.78	21426.03	53961	0	95
2025.01.03	17:30:00	21425.90	21478.15	21420.15	21472.15	52588	0	95
2025.01.03	17:45:00	21472.28	21491.28	21459.03	21463.78	41756	0	95
2025.01.03	18:00:00	21463.90	21486.40	21451.78	21452.78	35321	0	95
2025.01.03	18:15:00	21452.90	21478.28	21441.40	21449.03	37357	0	95
2025.01.03	18:30:00	21449.15	21464.53	21441.40	21452.90	33193	0	95
2025.01.03	18:45:00	21453.03	21474.65	21443.15	21470.15	30056	0	95
2025.01.03	19:00:00	21470.03	21475.78	21449.28	21472.28	26556	0	95
2025.01.03	19:15:00	21472.40	21504.03	21470.03	21503.03	28280	0	95
2025.01.03	19:30:00	21502.90	21528.28	21492.90	21526.78	31603	0	95
2025.01.03	19:45:00	21526.90	21530.78	21498.00	21508.78	24693	0	95
2025.01.03	20:00:00	21508.90	21539.25	21496.28	21535.03	30431	0	95
2025.01.03	20:15:00	21535.15	21545.03	21524.78	21537.28	22712	0	95
2025.01.03	20:30:00	21537.40	21558.65	21533.03	21546.78	20264	0	95
2025.01.03	20:45:00	21546.90	21552.65	21528.28	21534.28	22749	0	95
2025.01.03	21:00:00	21534.15	21534.28	21505.28	21525.65	34430	0	95
2025.01.03	21:15:00	21525.53	21527.65	21507.78	21522.03	24242	0	95
2025.01.03	21:30:00	21521.90	21522.40	21498.65	21503.15	33156	0	95
2025.01.03	21:45:00	21503.03	21526.28	21474.40	21507.03	63697	0	95
2025.01.06	00:00:00	21531.78	21542.50	21511.50	21532.50	5132	0	95
2025.01.06	00:15:00	21532.50	21537.25	21516.40	21518.75	1478	0	95
2025.01.06	00:30:00	21519.00	21529.00	21501.50	21522.50	2369	0	95
2025.01.06	00:45:00	21522.50	21529.40	21517.28	21524.25	2476	0	95
2025.01.06	01:00:00	21524.50	21534.50	21505.50	21508.75	3002	0	95
2025.01.06	01:15:00	21508.75	21515.00	21492.15	21502.00	3316	0	95
2025.01.06	01:30:00	21501.75	21502.65	21478.25	21484.50	3122	0	95
2025.01.06	01:45:00	21484.25	21500.65	21482.00	21496.15	5084	0	95
2025.01.06	02:00:00	21496.00	21502.65	21486.15	21497.65	6394	0	95
2025.01.06	02:15:00	21497.50	21506.15	21488.90	21492.25	5294	0	95
2025.01.06	02:30:00	21492.15	21497.65	21481.90	21491.25	5344	0	95
2025.01.06	02:45:00	21491.25	21500.28	21484.65	21499.90	4765	0	95
2025.01.06	03:00:00	21499.78	21511.00	21482.90	21508.40	6875	0	95
2025.01.06	03:15:00	21508.28	21518.53	21501.15	21502.65	6071	0	95
2025.01.06	03:30:00	21502.78	21510.53	21496.00	21498.65	4558	0	95
2025.01.06	03:45:00	21498.75	21512.00	21498.40	21509.65	3579	0	95
2025.01.06	04:00:00	21509.53	21512.15	21502.75	21511.28	2736	0	95
2025.01.06	04:15:00	21511.15	21513.15	21500.53	21505.40	2802	0	95
2025.01.06	04:30:00	21505.50	21516.65	21504.53	21512.03	3222	0	95
2025.01.06	04:45:00	21512.15	21512.15	21505.28	21508.15	2572	0	95
2025.01.06	05:00:00	21508.25	21511.28	21505.75	21509.28	2027	0	95
2025.01.06	05:15:00	21509.15	21519.15	21503.90	21517.03	2370	0	95
2025.01.06	05:30:00	21516.90	21522.65	21516.15	21521.78	1943	0	95
2025.01.06	05:45:00	21521.90	21523.15	21516.25	21522.25	1573	0	95
2025.01.06	06:00:00	21522.40	21526.78	21520.25	21526.28	2396	0	95
2025.01.06	06:15:00	21526.40	21540.65	21521.78	21539.25	2889	0	95
2025.01.06	06:30:00	21539.15	21550.90	21538.75	21541.15	3382	0	95
2025.01.06	06:45:00	21541.03	21542.28	21533.78	21538.65	2650	0	95
2025.01.06	07:00:00	21538.50	21543.90	21529.78	21535.53	2531	0	95
2025.01.06	07:15:00	21535.65	21542.03	21532.65	21537.28	2398	0	95
2025.01.06	07:30:00	21537.15	21553.15	21535.90	21546.53	2894	0	95
2025.01.06	07:45:00	21546.40	21555.03	21544.78	21548.78	2511	0	95
2025.01.06	08:00:00	21548.65	21561.78	21540.03	21560.65	5412	0	95
2025.01.06	08:15:00	21560.78	21568.78	21554.90	21566.40	3722	0	95
2025.01.06	08:30:00	21566.25	21576.15	21563.75	21572.75	3478	0	95
2025.01.06	08:45:00	21572.65	21575.03	21563.90	21564.40	3100	0	95
2025.01.06	09:00:00	21564.50	21594.15	21564.15	21593.53	9944	0	95
2025.01.06	09:15:00	21593.65	21594.40	21564.28	21574.65	8653	0	95
2025.01.06	09:30:00	21574.53	21597.90	21571.90	21597.28	8397	0	95
2025.01.06	09:45:00	21597.40	21624.28	21595.40	21617.65	7564	0	95
2025.01.06	10:00:00	21617.75	21646.28	21616.03	21639.28	12400	0	95
2025.01.06	10:15:00	21639.40	21653.53	21633.65	21642.65	8650	0	95
2025.01.06	10:30:00	21642.75	21651.03	21633.90	21645.40	6527	0	95
2025.01.06	10:45:00	21645.28	21672.40	21644.28	21668.90	5810	0	95
2025.01.06	11:00:00	21668.78	21682.78	21654.25	21677.15	7668	0	95
2025.01.06	11:15:00	21677.03	21692.15	21672.90	21679.65	6715	0	95
2025.01.06	11:30:00	21679.53	21683.15	21666.00	21673.65	8072	0	95
2025.01.06	11:45:00	21673.78	21676.25	21658.90	21670.65	8516	0	95
2025.01.06	12:00:00	21670.53	21696.15	21641.78	21689.40	18565	0	95
2025.01.06	12:15:00	21689.50	21726.53	21686.90	21724.40	19205	0	95
2025.01.06	12:30:00	21724.00	21744.40	21718.15	21726.40	15687	0	95
2025.01.06	12:45:00	21726.53	21732.28	21708.15	21730.25	11649	0	95
2025.01.06	13:00:00	21730.00	21736.78	21711.00	21724.65	12679	0	95
2025.01.06	13:15:00	21724.75	21737.28	21712.15	21728.40	11103	0	95
2025.01.06	13:30:00	21728.25	21733.53	21714.15	21729.40	9578	0	95
2025.01.06	13:45:00	21729.28	21759.90	21729.28	21734.75	12649	0	95
2025.01.06	14:00:00	21735.00	21739.78	21721.03	21724.15	10979	0	95
2025.01.06	14:15:00	21724.28	21741.40	21716.53	21741.28	11112	0	95
2025.01.06	14:30:00	21741.40	21747.28	21706.65	21723.03	13119	0	95
2025.01.06	14:45:00	21723.15	21750.90	21718.28	21748.78	13756	0	95
2025.01.06	15:00:00	21748.90	21755.15	21726.03	21740.75	14453	0	95
2025.01.06	15:15:00	21740.65	21740.75	21641.65	21733.03	78883	0	95
2025.01.06	15:30:00	21732.90	21825.90	21723.50	21785.75	159189	0	95
2025.01.06	15:45:00	21785.50	21847.50	21785.50	21818.25	42155	0	95
2025.01.06	16:00:00	21818.25	21854.65	21779.90	21852.15	109669	0	95
2025.01.06	16:15:00	21852.03	21886.28	21831.78	21876.40	88604	0	95
2025.01.06	16:30:00	21876.50	21880.78	21843.65	21869.15	71775	0	95
2025.01.06	16:45:00	21869.28	21892.00	21860.03	21869.03	61599	0	95
2025.01.06	17:00:00	21868.90	21896.15	21861.90	21881.28	47307	0	95
2025.01.06	17:15:00	21881.15	21891.78	21855.40	21888.28	44947	0	95
2025.01.06	17:30:00	21888.40	21890.53	21858.03	21863.03	35425	0	95
2025.01.06	17:45:00	21863.15	21866.53	21844.15	21856.78	33799	0	95
2025.01.06	18:00:00	21856.90	21868.65	21832.65	21841.03	37283	0	95
2025.01.06	18:15:00	21840.90	21847.03	21815.40	21826.90	39463	0	95
2025.01.06	18:30:00	21827.03	21836.65	21775.40	21787.65	49653	0	95
2025.01.06	18:45:00	21786.75	21804.40	21768.53	21793.78	46454	0	95
2025.01.06	19:00:00	21793.90	21795.15	21738.65	21777.53	58771	0	95
2025.01.06	19:15:00	21777.40	21790.15	21752.28	21784.90	45236	0	95
2025.01.06	19:30:00	21784.78	21788.15	21743.03	21749.78	47481	0	95
2025.01.06	19:45:00	21749.90	21755.65	21701.15	21704.65	59772	0	95
2025.01.06	20:00:00	21704.78	21715.40	21676.28	21708.15	67131	0	95
2025.01.06	20:15:00	21708.03	21722.78	21699.90	21709.53	42929	0	95
2025.01.06	20:30:00	21709.40	21715.78	21686.65	21708.03	47665	0	95
2025.01.06	20:45:00	21707.90	21719.65	21657.03	21659.78	47084	0	95
2025.01.06	21:00:00	21659.65	21700.90	21647.40	21691.28	50846	0	95
2025.01.06	21:15:00	21691.15	21730.78	21683.90	21726.28	40429	0	95
2025.01.06	21:30:00	21726.40	21747.40	21711.15	21718.90	46935	0	95
2025.01.06	21:45:00	21718.78	21754.78	21672.25	21749.40	79184	0	95
2025.01.06	22:00:00	21749.28	21782.65	21749.03	21781.53	26317	0	95
2025.01.06	22:15:00	21781.75	21782.65	21772.40	21773.53	5650	0	95
2025.01.06	22:30:00	21773.65	21779.65	21772.78	21776.65	3227	0	95
2025.01.06	22:45:00	21776.78	21786.03	21772.53	21780.40	3351	0	95
2025.01.07	00:00:00	21781.00	21795.28	21776.50	21787.90	1995	0	95
2025.01.07	00:15:00	21787.78	21788.03	21770.53	21775.50	2080	0	95
2025.01.07	00:30:00	21775.25	21780.25	21768.15	21776.15	1697	0	95
2025.01.07	00:45:00	21776.28	21782.65	21768.53	21770.40	4811	0	95
2025.01.07	01:00:00	21770.50	21774.90	21759.78	21767.40	6391	0	95
2025.01.07	01:15:00	21767.53	21773.65	21762.40	21764.00	3835	0	95
2025.01.07	01:30:00	21764.15	21781.40	21763.65	21779.15	3201	0	95
2025.01.07	01:45:00	21779.28	21780.90	21750.00	21761.15	4905	0	95
2025.01.07	02:00:00	21761.25	21769.00	21748.00	21758.40	5286	0	95
2025.01.07	02:15:00	21758.50	21760.40	21745.40	21748.65	5343	0	95
2025.01.07	02:30:00	21748.78	21756.78	21747.28	21754.65	4606	0	95
2025.01.07	02:45:00	21754.53	21772.15	21751.75	21768.15	4342	0	95
2025.01.07	03:00:00	21768.00	21774.03	21767.00	21771.40	3099	0	95
2025.01.07	03:15:00	21771.53	21785.15	21769.90	21778.40	3159	0	95
2025.01.07	03:30:00	21778.28	21778.78	21753.40	21755.40	4088	0	95
2025.01.07	03:45:00	21755.50	21760.40	21733.50	21737.40	7312	0	95
2025.01.07	04:00:00	21737.53	21738.65	21715.28	21735.90	7064	0	95
2025.01.07	04:15:00	21736.03	21741.40	21730.75	21735.90	3163	0	95
2025.01.07	04:30:00	21736.00	21751.53	21733.65	21738.90	4357	0	95
2025.01.07	04:45:00	21738.78	21747.15	21731.78	21746.90	3873	0	95
2025.01.07	05:00:00	21746.78	21747.15	21732.53	21739.15	2814	0	95
2025.01.07	05:15:00	21739.03	21741.90	21730.53	21741.25	2967	0	95
2025.01.07	05:30:00	21741.40	21742.90	21720.15	21724.03	3948	0	95
2025.01.07	05:45:00	21724.15	21730.15	21718.75	21720.15	3334	0	95
2025.01.07	06:00:00	21720.28	21726.50	21708.78	21720.50	5443	0	95
2025.01.07	06:15:00	21720.65	21721.90	21659.90	21687.25	12817	0	95
2025.01.07	06:30:00	21687.25	21698.40	21681.65	21688.40	4478	0	95
2025.01.07	06:45:00	21688.50	21707.40	21685.25	21705.50	5271	0	95
2025.01.07	07:00:00	21705.40	21715.78	21697.40	21704.00	4992	0	95
2025.01.07	07:15:00	21704.15	21713.15	21702.78	21706.15	4106	0	95
2025.01.07	07:30:00	21706.03	21710.28	21687.28	21703.75	5676	0	95
2025.01.07	07:45:00	21703.90	21704.28	21683.78	21689.25	4985	0	95
2025.01.07	08:00:00	21689.15	21728.65	21687.90	21724.53	7781	0	95
2025.01.07	08:15:00	21724.40	21726.00	21708.03	21710.75	6994	0	95
2025.01.07	08:30:00	21710.75	21723.90	21700.78	21713.50	6994	0	95
2025.01.07	08:45:00	21713.50	21732.00	21711.00	21728.25	6062	0	95
2025.01.07	09:00:00	21728.25	21735.50	21712.50	21713.75	17246	0	95
2025.01.07	09:15:00	21713.65	21722.65	21704.90	21712.40	13034	0	95
2025.01.07	09:30:00	21712.53	21756.78	21708.90	21756.28	11131	0	95
2025.01.07	09:45:00	21756.15	21765.15	21740.78	21757.15	9526	0	95
2025.01.07	10:00:00	21757.03	21774.15	21752.78	21762.75	11907	0	95
2025.01.07	10:15:00	21762.90	21763.75	21746.00	21756.75	9913	0	95
2025.01.07	10:30:00	21756.90	21767.65	21747.15	21752.40	8344	0	95
2025.01.07	10:45:00	21752.28	21752.65	21724.15	21727.25	10540	0	95
2025.01.07	11:00:00	21727.25	21758.03	21715.90	21756.53	8630	0	95
2025.01.07	11:15:00	21756.40	21769.78	21749.65	21758.40	7090	0	95
2025.01.07	11:30:00	21758.50	21769.75	21757.40	21765.28	5017	0	95
2025.01.07	11:45:00	21765.15	21770.25	21753.03	21767.40	5732	0	95
2025.01.07	12:00:00	21767.53	21771.03	21748.00	21750.40	9853	0	95
2025.01.07	12:15:00	21750.53	21765.90	21741.78	21763.03	6436	0	95
2025.01.07	12:30:00	21762.90	21764.40	21726.40	21736.65	11108	0	95
2025.01.07	12:45:00	21736.75	21740.90	21720.00	21735.50	9418	0	95
2025.01.07	13:00:00	21735.65	21749.00	21718.28	21737.65	11492	0	95
2025.01.07	13:15:00	21737.50	21744.40	21723.78	21730.03	9507	0	95
2025.01.07	13:30:00	21730.15	21759.03	21728.65	21753.78	7861	0	95
2025.01.07	13:45:00	21753.90	21763.28	21737.15	21744.65	9189	0	95
2025.01.07	14:00:00	21744.53	21752.90	21731.25	21746.65	10284	0	95
2025.01.07	14:15:00	21746.53	21758.50	21735.78	21745.00	9822	0	95
2025.01.07	14:30:00	21745.00	21753.78	21734.90	21750.53	10765	0	95
2025.01.07	14:45:00	21750.40	21778.28	21748.90	21777.90	8411	0	95
2025.01.07	15:00:00	21778.03	21796.65	21777.28	21790.03	12657	0	95
2025.01.07	15:15:00	21790.15	21795.40	21770.78	21792.65	18336	0	95
2025.01.07	15:30:00	21792.78	21805.53	21694.78	21764.65	158434	0	95
2025.01.07	15:45:00	21764.78	21794.40	21702.90	21710.25	115743	0	95
2025.01.07	16:00:00	21699.00	21700.25	21550.28	21579.15	210449	0	95
2025.01.07	16:15:00	21579.28	21635.65	21524.78	21576.65	173464	0	95
2025.01.07	16:30:00	21576.75	21585.90	21419.90	21454.25	201746	0	95
2025.01.07	16:45:00	21454.40	21551.03	21399.15	21547.65	180668	0	95
2025.01.07	17:00:00	21547.50	21557.40	21492.65	21513.90	141593	0	95
2025.01.07	17:15:00	21513.78	21572.53	21498.15	21555.03	122633	0	95
2025.01.07	17:30:00	21555.15	21559.28	21475.15	21503.65	135281	0	95
2025.01.07	17:45:00	21503.78	21528.90	21424.90	21434.65	100788	0	95
2025.01.07	18:00:00	21434.78	21469.78	21424.90	21465.53	72179	0	95
2025.01.07	18:15:00	21465.65	21475.28	21409.78	21428.90	68986	0	95
2025.01.07	18:30:00	21429.03	21465.65	21409.40	21418.03	64238	0	95
2025.01.07	18:45:00	21418.15	21447.65	21386.28	21444.78	59943	0	95
2025.01.07	19:00:00	21444.65	21492.03	21438.15	21491.28	49616	0	95
2025.01.07	19:15:00	21491.15	21516.78	21476.90	21507.90	37859	0	95
2025.01.07	19:30:00	21507.78	21508.03	21435.90	21445.15	52139	0	95
2025.01.07	19:45:00	21445.28	21452.53	21427.75	21439.15	42658	0	95
2025.01.07	20:00:00	21439.28	21474.15	21434.90	21459.28	42388	0	95
2025.01.07	20:15:00	21459.40	21460.78	21430.90	21456.03	39430	0	95
2025.01.07	20:30:00	21456.15	21458.90	21402.28	21437.28	39603	0	95
2025.01.07	20:45:00	21437.40	21446.90	21408.15	21416.78	37354	0	95
2025.01.07	21:00:00	21416.90	21422.65	21357.90	21367.28	55307	0	95
2025.01.07	21:15:00	21367.15	21378.78	21324.28	21327.03	55020	0	95
2025.01.07	21:30:00	21326.90	21356.65	21279.15	21320.15	79380	0	95
2025.01.07	21:45:00	21320.03	21373.15	21310.28	21358.53	96708	0	95
2025.01.07	22:00:00	21358.65	21390.40	21357.65	21389.28	20104	0	95
2025.01.07	22:15:00	21389.15	21394.15	21376.15	21382.53	7282	0	95
2025.01.07	22:30:00	21382.65	21385.78	21374.40	21379.28	4324	0	95
2025.01.07	22:45:00	21379.15	21383.03	21368.50	21374.65	4182	0	95
2025.01.08	00:00:00	21372.00	21377.50	21344.00	21357.75	3107	0	95
2025.01.08	00:15:00	21357.65	21374.65	21355.75	21369.90	1909	0	95
2025.01.08	00:30:00	21370.00	21384.15	21365.00	21373.65	3282	0	95
2025.01.08	00:45:00	21373.53	21395.03	21370.40	21392.15	4375	0	95
2025.01.08	01:00:00	21392.25	21405.40	21387.65	21403.78	6191	0	95
2025.01.08	01:15:00	21403.90	21405.40	21396.03	21401.03	3129	0	95
2025.01.08	01:30:00	21400.90	21412.78	21398.65	21408.65	3430	0	95
2025.01.08	01:45:00	21408.75	21413.65	21397.65	21405.90	3363	0	95
2025.01.08	02:00:00	21406.03	21414.28	21396.90	21405.03	4748	0	95
2025.01.08	02:15:00	21404.90	21409.03	21394.15	21407.78	4058	0	95
2025.01.08	02:30:00	21407.90	21423.28	21404.90	21416.90	4762	0	95
2025.01.08	02:45:00	21417.03	21434.40	21417.03	21429.15	4245	0	95
2025.01.08	03:00:00	21429.03	21436.53	21425.78	21432.15	3677	0	95
2025.01.08	03:15:00	21432.00	21434.28	21421.40	21424.90	2964	0	95
2025.01.08	03:30:00	21424.75	21425.28	21401.90	21411.90	5891	0	95
2025.01.08	03:45:00	21411.50	21426.78	21406.50	21418.15	3829	0	95
2025.01.08	04:00:00	21418.28	21424.03	21401.75	21403.50	5033	0	95
2025.01.08	04:15:00	21403.65	21409.00	21389.75	21401.28	5717	0	95
2025.01.08	04:30:00	21401.15	21408.65	21394.78	21402.40	4228	0	95
2025.01.08	04:45:00	21402.53	21409.15	21398.53	21405.40	3831	0	95
2025.01.08	05:00:00	21405.50	21418.78	21405.50	21415.90	2811	0	95
2025.01.08	05:15:00	21415.75	21416.65	21406.65	21412.65	2655	0	95
2025.01.08	05:30:00	21412.75	21416.78	21403.28	21404.90	2209	0	95
2025.01.08	05:45:00	21404.78	21409.90	21383.90	21392.90	4973	0	95
2025.01.08	06:00:00	21393.03	21404.90	21392.65	21404.90	4064	0	95
2025.01.08	06:15:00	21404.78	21412.78	21403.28	21410.78	2902	0	95
2025.01.08	06:30:00	21410.90	21423.50	21405.90	21420.53	3289	0	95
2025.01.08	06:45:00	21420.65	21432.28	21419.28	21429.90	2608	0	95
2025.01.08	07:00:00	21429.75	21434.28	21423.75	21425.65	3139	0	95
2025.01.08	07:15:00	21425.78	21429.03	21422.28	21426.15	2617	0	95
2025.01.08	07:30:00	21426.28	21426.65	21398.40	21409.15	4976	0	95
2025.01.08	07:45:00	21409.28	21410.03	21396.50	21399.15	3551	0	95
2025.01.08	08:00:00	21399.25	21400.90	21367.00	21383.53	10283	0	95
2025.01.08	08:15:00	21383.40	21386.90	21360.03	21370.65	7489	0	95
2025.01.08	08:30:00	21370.78	21386.25	21365.53	21379.25	5459	0	95
2025.01.08	08:45:00	21379.25	21391.28	21377.40	21389.90	4903	0	95
2025.01.08	09:00:00	21390.03	21402.40	21378.90	21398.15	15300	0	95
2025.01.08	09:15:00	21398.28	21418.75	21384.78	21392.50	11721	0	95
2025.01.08	09:30:00	21392.40	21415.78	21387.03	21412.78	10133	0	95
2025.01.08	09:45:00	21412.65	21419.78	21402.40	21411.53	9739	0	95
2025.01.08	10:00:00	21411.40	21433.03	21405.25	21426.75	12733	0	95
2025.01.08	10:15:00	21426.65	21431.90	21417.00	21420.65	9007	0	95
2025.01.08	10:30:00	21420.50	21427.90	21414.03	21418.00	7358	0	95
2025.01.08	10:45:00	21417.90	21430.65	21410.65	21429.53	5385	0	95
2025.01.08	11:00:00	21429.40	21441.90	21425.50	21431.03	6492	0	95
2025.01.08	11:15:00	21431.15	21437.90	21426.50	21436.15	5379	0	95
2025.01.08	11:30:00	21436.28	21443.40	21423.40	21436.90	4990	0	95
2025.01.08	11:45:00	21437.00	21447.78	21433.00	21443.15	4851	0	95
2025.01.08	12:00:00	21443.28	21447.28	21427.65	21431.78	6561	0	95
2025.01.08	12:15:00	21431.65	21433.53	21372.25	21383.50	15503	0	95
2025.01.08	12:30:00	21383.65	21391.15	21284.25	21313.50	38346	0	95
2025.01.08	12:45:00	21313.50	21371.75	21309.25	21363.75	14211	0	95
2025.01.08	13:00:00	21363.90	21366.00	21305.00	21307.65	27885	0	95
2025.01.08	13:15:00	21307.25	21310.90	21238.40	21250.75	41285	0	95
2025.01.08	13:30:00	21250.65	21297.15	21220.90	21283.90	39435	0	95
2025.01.08	13:45:00	21284.00	21293.78	21247.15	21257.00	25104	0	95
2025.01.08	14:00:00	21257.15	21353.90	21254.40	21305.75	31739	0	95
2025.01.08	14:15:00	21306.00	21387.40	21305.50	21351.00	18429	0	95
2025.01.08	14:30:00	21351.00	21392.50	21314.25	21326.00	28547	0	95
2025.01.08	14:45:00	21326.15	21379.65	21322.65	21376.75	33114	0	95
2025.01.08	15:00:00	21376.65	21387.25	21337.65	21340.25	41405	0	95
2025.01.08	15:15:00	21340.15	21366.65	21326.00	21352.90	34263	0	95
2025.01.08	15:30:00	21353.00	21384.03	21289.40	21355.65	213504	0	95
2025.01.08	15:45:00	21355.53	21382.40	21285.65	21344.25	162763	0	95
2025.01.08	16:00:00	21344.00	21405.50	21238.00	21243.90	160717	0	95
2025.01.08	16:15:00	21243.75	21326.15	21230.78	21287.75	171348	0	95
2025.01.08	16:30:00	21287.65	21368.78	21276.28	21308.50	141837	0	95
2025.01.08	16:45:00	21308.40	21364.28	21287.03	21357.90	99398	0	95
2025.01.08	17:00:00	21357.78	21364.15	21285.28	21335.65	90003	0	95
2025.01.08	17:15:00	21335.53	21371.65	21318.03	21334.90	72235	0	95
2025.01.08	17:30:00	21335.03	21418.28	21332.65	21409.28	62784	0	95
2025.01.08	17:45:00	21409.15	21413.90	21368.53	21384.90	52040	0	95
2025.01.08	18:00:00	21384.78	21386.78	21283.00	21290.15	74281	0	95
2025.01.08	18:15:00	21290.00	21302.90	21176.78	21190.65	79100	0	95
2025.01.08	18:30:00	21190.78	21246.78	21165.78	21244.40	78617	0	95
2025.01.08	18:45:00	21244.28	21285.03	21222.28	21267.78	57959	0	95
2025.01.08	19:00:00	21267.65	21344.90	21264.40	21336.15	75175	0	95
2025.01.08	19:15:00	21336.28	21404.90	21332.78	21383.53	57655	0	95
2025.01.08	19:30:00	21383.40	21388.90	21356.40	21376.78	51949	0	95
2025.01.08	19:45:00	21376.65	21377.03	21281.78	21324.50	65669	0	95
2025.01.08	20:00:00	21324.50	21393.25	21286.78	21328.50	91867	0	95
2025.01.08	20:15:00	21328.40	21430.53	21327.78	21416.90	77546	0	95
2025.01.08	20:30:00	21416.78	21417.90	21317.25	21333.40	88996	0	95
2025.01.08	20:45:00	21333.53	21355.03	21318.25	21337.03	65333	0	95
2025.01.08	21:00:00	21336.90	21354.78	21300.90	21303.03	57857	0	95
2025.01.08	21:15:00	21302.90	21358.28	21302.78	21347.78	51644	0	95
2025.01.08	21:30:00	21347.90	21355.90	21308.65	21344.53	48275	0	95
2025.01.08	21:45:00	21344.40	21376.90	21332.15	21359.53	67544	0	95
2025.01.08	22:00:00	21359.65	21389.15	21343.78	21351.03	21253	0	95
2025.01.08	22:15:00	21351.15	21365.03	21346.03	21363.78	5355	0	95
2025.01.08	22:30:00	21363.65	21365.28	21305.28	21325.65	17474	0	95
2025.01.08	22:45:00	21325.78	21334.15	21320.40	21325.40	6352	0	95
2025.01.09	00:00:00	21334.15	21342.78	21314.50	21336.90	2656	0	95
2025.01.09	00:15:00	21336.75	21346.03	21333.03	21340.53	2350	0	95
2025.01.09	00:30:00	21340.65	21343.65	21333.40	21335.65	2305	0	95
2025.01.09	00:45:00	21335.75	21338.50	21312.40	21315.15	4700	0	95
2025.01.09	01:00:00	21315.00	21323.15	21284.75	21301.25	7712	0	95
2025.01.09	01:15:00	21301.25	21316.28	21291.78	21292.00	5492	0	95
2025.01.09	01:30:00	21292.15	21299.00	21270.50	21288.65	7712	0	95
