Time;Open;High;Low;Close;Volume
2025.11.06 22:00;25258.28;25291.52;25241.27;25289.79;2639
2025.11.06 22:15;25289.77;25293.27;25265.04;25278.78;1941
2025.11.06 22:30;25278.78;25312.78;25276.00;25306.73;1604
2025.11.06 22:45;25306.77;25317.52;25299.23;25309.59;1844
2025.11.07 00:00;25279.68;25296.49;25271.94;25280.18;719
2025.11.07 00:15;25280.49;25311.87;25276.72;25305.32;743
2025.11.07 00:30;25305.48;25325.74;25294.44;25324.93;1381
2025.11.07 00:45;25325.18;25334.49;25312.93;25314.99;1717
2025.11.07 01:00;25315.18;25341.49;25278.94;25312.68;2621
2025.11.07 01:15;25312.20;25327.22;25295.93;25320.20;2247
2025.11.07 01:30;25320.69;25346.49;25318.74;25344.24;1786
2025.11.07 01:45;25344.19;25348.74;25320.98;25322.23;1753
2025.11.07 02:00;25322.45;25332.18;25272.94;25303.98;2798
2025.11.07 02:15;25303.18;25305.24;25244.73;25247.43;2727
2025.11.07 02:30;25248.49;25260.68;25199.69;25244.70;2942
2025.11.07 02:45;25244.47;25271.73;25240.18;25270.99;2506
2025.11.07 03:00;25270.93;25273.49;25231.43;25233.43;2483
2025.11.07 03:15;25233.45;25246.22;25206.74;25207.23;2325
2025.11.07 03:30;25206.73;25258.93;25206.73;25241.48;2291
2025.11.07 03:45;25242.18;25242.18;25242.18;25242.18;1
